id,ner_tags,tokens
2090,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آه،', 'که', 'به', 'طور', 'جدی', 'روز', 'من', 'را', 'ساخته', 'است.', ':D', '@chrisbrown', ',', 'iloveyousomuch&amp;hearts', ';']"
2091,"['O', 'O', 'B-location', 'I-location', 'I-location', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['توتس', 'فقط', 'ویستا', 'دل', 'لاگو', 'عقاب', 'ها', 'را', 'عصبانی', 'کرد،', 'خوب', 'برخی', 'از', 'آنها', 'با', 'گفتن', '""برو', 'لنسر', 'تی', 'هی', '.', 'دارن', 'با', 'هم', 'تونیت', 'بازی', 'میکنن', '!', 'روده', 'بر', 'شدن', 'از', 'خنده']"
2092,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@Georg_Grey:', 'مرد:', '""آیا', 'راهی', 'برای', 'زندگی', 'طولانی', 'وجود', 'دارد؟""', 'دکتر:', 'ازدواج', 'کن.', 'مرد:', '""آیا', 'کمکی', 'می', 'کند؟""', 'دکتر:', '""نه،', 'اما', 'فکر', 'طولانی', 'لی...']"
2093,"['B-group', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['USM', 'واقعاً', 'امشب', 'در', 'خانه', 'فرات', 'هاتسبورگ', 'در', '1s', 'n', '2s', 'مال', 'خود', 'را', 'آماده', 'کنید!!']"
2094,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@Daniim92', 'tks', ':D', 'بدیهی', 'است', 'که', 'یکی', 'از', 'شادترین', 'روزهای', 'زندگی', 'من', 'است', 'lol']"
2095,"['O', 'O', 'O', 'O', 'O', 'O']","['@DahlDana', 'اوووه', 'کی', 'داره', 'منتشر', 'میکنه؟']"
2096,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O']","['وقتی', 'به', 'آن', 'موزیکال', 'می', 'روم،', 'نزدیک', 'افراد', 'مسن', 'می', 'مانم', 'تا', 'آنها', 'مثل', 'بدبخت', 'ها', 'با', 'من', 'گریه', 'کنند', "":')""]"
2097,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O']","['پس', 'از', 'یک', 'روز', 'به\u200cطور', 'شگفت\u200cانگیز', 'شلوغ', '(و', 'شلوغ)', 'با', '@joemcelderry91', 'http://ow.ly/i/3TYe', '@whitneytweets', '@matthewlawton', 'و', 'زن', 'شگفت', 'انگیز', 'خسته', 'شدم!']"
2098,"['B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'B-location', 'O', 'O', 'O', 'O']","['هندریکس', '40', 'سال', 'پیش', 'درگذشت', '...', 'اما', 'استودیوی', 'او', 'ادامه', 'دارد.', 'نگاهی', 'به', 'استودیو', 'الکتریک', 'لیدی', 'نیویورک', 'گذشته', 'و', 'حال:', 'http://ow.ly/2G49m']"
2099,"['O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@Yarcom', ':', 'ساعت', 'گینس', 'است.', '&آن؛', '--', 'اینجا', 'در', 'ساحل', 'غربی', 'نیز', 'تقریباً', 'آن', 'زمان', 'است.']"
2100,"['O', 'O', 'O', 'O', 'O', 'B-creative-work', 'I-creative-work', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['واقعاً', 'امیدوارم', 'که', 'بتوانم', 'برای', 'استخوان', 'زمستان', 'به', '@glasgowfilm', 'برسم', '-', 'باید', 'امشب', 'با', 'درخواست', 'های', 'شغلی', 'ادامه', 'دهم!', 'تریلر:', 'http://bit.ly/bhUlum']"
2101,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@J_Dizzle18', ':', '11.04.', '10', 'روز', 'خوبی', 'خواهد', 'بود//بله', '..', 'من', '18', 'ساله', 'شدم', 'lol']"
2102,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['هر', 'چند', ',', 'سه', 'ماه', '?', 'من', 'ممکن', 'است', 'در', 'این', 'مورد', 'اشتباه', 'کنم.', '#نمیتونم', '#تصمیم', 'بگیرم']"
2103,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@MajorBerry', 'در', 'حال', 'دعا', 'با', 'شما', 'که', 'پاسخ', 'دهد', 'و', 'amp;', 'در', 'سوئد', 'خواهد', 'بود،', 'بنابراین', 'می', 'توانید', 'او', 'را', 'ملاقات', 'کنید!', 'من', 'او', 'را', '3', 'هفته', 'پیش', 'ملاقات', 'کردم', '&amp;', 'هنوز', 'در', 'مورد', 'آن', 'فکر', 'می', 'کنم', 'lol', '.']"
2104,"['O', 'O', 'O']","['آماده', 'برای', 'امشب']"
2105,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['smh', 'من', 'عاشق', 'دوستان', 'مذکرم', 'هستم', '......', 'دوستان', 'زن', 'من', 'خوب', 'من', 'اغلب', 'اوقات', 'یال', 'را', 'دوست', 'دارم', 'lol']"
2106,"['O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@jerilthompson:', 'WaPo:', 'تمدید', 'بوته', 'کاهش', 'مالیات،', 'خزانه', 'داری', 'را', 'از', '4T', 'دلار', '""محروم', 'می\u200cکند"".', 'نه', 'خزانه', 'داری', 'وقتی', 'اوباما', 'همه', 'آن', 'را', 'خرج', 'کرد،', 'از', '4T', 'دلار', 'محروم', 'شد.', '#...']"
2107,"['O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O']","['@write_as_rain', 'باید', 'آن', 'آهنگ', 'روز', 'سبز', 'را', 'گوش', 'کنید.']"
2108,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['خیلی', 'زیاد', 'بودند', '.', 'ام', 'جی', 'هنوز', 'آن', 'را', 'داشت', 'اما', 'او', 'در', 'آن', 'زمان', '50', 'ساله', 'بود.', 'AEG', 'فقط', 'می\u200cخواست', 'پول', 'بیشتری', 'از', 'نامش', 'مانند', 'دیگران', '@JackieJackson5', 'بگیرد']"
2109,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@RaniLovezYou', 'بله،', 'او', 'چند', 'نمایش', 'در', 'اینجا', 'داشته', 'است.', 'سرآشپز', 'عالی،', 'خوشحالم', 'که', 'ناامید', 'نشدم!', 'همسرش', 'چند', 'روز', 'پیش', 'زایمان', 'کرد', 'وای', '.']"
2110,"['O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['کسی', 'هست', 'که', 'در', 'دره', 'دور', 'دنیا', 'دو', 'بار', 'نوشته', 'من', 'و', 'کتی', 'را', 'بخواهد؟', 'فقط', 'یک', 'جعبه', 'نصفش', 'تمام', 'شده', 'دوام', 'زیادی', 'نخواهد', 'داشت.', 'برام', 'اینباکس', 'کن', ':)']"
2111,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@rishi_syd', 'هی', 'حالم', 'خوبه!!', 'ممنون', ':)', 'شما', 'هم', 'روز', 'خوبی', 'داشته', 'باشید', ';)']"
2112,"['O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'B-location', 'I-location', 'O', 'B-location', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آیا', 'شنیده', 'اید', 'استراتژی', 'دی', 'جی', 'اکنون', 'در', 'VISIONS', 'LOUNGE', 'در', 'هیکوری', 'NC', 'در', 'روز', 'چهارشنبه', 'است.', 'S', 'Nights', '...', 'وای', '!!', 'آن', 'را', 'از', 'دست', 'ندهید!']"
2113,"['O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['FAN', 'Art', 'در', 'باشگاه', 'پنگوئن', ':)', ':', 'این', 'هفته', 'باشگاه', 'پنگوئن', 'نقاشی', 'های', 'سرگرم', 'کننده', 'هنری', ':)', 'قلعه', 'برفی', 'یک', 'مکان', 'فوق', 'العاده', 'سرگرم', 'کننده', 'است', '...', 'http://bit.ly/bCc2MS']"
2114,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'سه', 'شنبه', 'اونجا', 'بودم!!', 'heheRT', '@devialicious', ':', 'otw', 'pelabuhan', 'ratu']"
2115,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['امروز', 'باید', 'از', 'فیلتر', 'استفاده', 'کامل', 'کنم', '..', 'لطفا', 'امروز', 'مرا', 'ناکام', 'نده', '!']"
2116,"['O', 'O', 'O', 'O', 'O', 'O']","['امروز', 'تکالیفم', 'رو', 'انجام', 'میدم', ':)']"
2117,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['دریابید', 'که', 'چرا', 'یک', 'تجارت', 'خانگی', 'وابسته', 'بهتر', 'از', 'یک', 'کار', 'نیمه', 'وقت', 'است:', 'http://EzineArticles.com/4985692', 'EzineArticles']"
2118,"['O', 'O', 'O', 'O', 'O', 'O']","['هر', 'شب', '&amp;', 'هر', 'روز', '!!']"
2119,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'امروز', 'موهایم', 'را', 'صاف', 'کردم،', 'احساس', 'می', 'کنم', 'کاملاً', 'چروک', 'و', 'بی', 'ارزش', 'است', ':)']"
2120,"['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'فقط', 'جاستین', 'بیبر', '2', 'ماه', 'مرخصی', 'می', 'گیرد', 'تا', 'مدرسه', 'را', 'تمام', 'کند،', 'او', 'بازیکن', 'بزرگی', 'است...""', 'و', 'دریافت', 'کردم:', 'قسمت', '8!', 'آن', 'را', 'امتحان', 'کنید:', 'http://bit.ly/cNarLp']"
2121,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@rach22uk_OM', 'Aaaaah،', 'ما', 'و', 'باوه', 'ناته', '...', 'به', 'این', 'معناست', 'که', 'باشیم!!', 'او', 'آن', 'روز', 'خوب', 'بود،', 'نمی', 'توانست', 'از', 'شر', 'او', 'و', 'دست', 'زدن', 'های', 'نامناسبش', 'خلاص', 'شود.']"
2122,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['چه', 'کسی', 'برای', 'بازگشت', 'به', 'خانه', '#UNM', 'هیجان', 'زده', 'است؟!', 'درب', 'عقب', 'پلیس', 'را', 'بررسی', 'کنید...', '65', 'سال', 'قطعا', 'چیزی', 'برای', 'جشن', 'گرفتن', 'است.', 'اکتبر', '2', '@', '1', 'p.', 'متر']"
2123,"['O', 'O', 'O', 'O', 'O', 'O']","['وقت', 'گذراندن', 'با', 'مادرم', '#بی', 'ارزش']"
2124,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O']","['آهاها،', 'قیافه', 'ی', '@__nancy', 'وقتی', 'کسی', 'می', 'پرسد', ""'از"", 'کدام', 'قسمت', 'ایالات', ""هستید؟'"", 'بی', 'قیمت', 'است.']"
2125,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@godsgirl8494', 'می', 'توانید', 'لطفا', 'من', 'را', 'دنبال', 'کنید؟', 'شما', 'روز', 'من', 'را', 'می', 'سازید', '&lt;', '3', '8']"
2126,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@WildLives', 'من', 'انجام', 'می', 'دهم.', 'من', 'از', 'آن', 'انتظار', 'دارم.', 'گوش', 'دادن', 'به', 'پس\u200cزمینه', 'صداهای', 'زمین', 'بازی،', 'بخش', 'دوست\u200cداشتنی', 'از', 'روز', 'است.']"
2127,"['O', 'O', 'O', 'O', 'O', 'O']","['@singingislife15', 'جمعه', 'را', 'دنبال', 'کنید', ':)']"
2128,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@spookytown', 'omg', 'امروز', 'بود؟', 'به', 'زودی', 'به', 'رختخواب', 'میروم', 'پس', 'فردا', 'بدم', 'میخوانم', '.', 'منتظرم', 'هه']"
2129,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['اشتباه', 'تایپی', 'کدنویسی', 'روز', ':', '""resluts""', '-', '&gt;', '""', 'نتایج', '""']"
2130,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['مقابله', 'با', 'تمایلات', 'احتکار', 'کننده', 'من', '.', 'اگر', 'کسی', '17', 'جفت', 'نایک', 'مردانه', 'سایز', '9', 'کارکرده', '10', 'سال', 'پیش', 'یا', '60', 'نوار', 'کاست', 'خالی', 'می', 'خواهد', '...']"
2131,"['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O']","['کجای', 'دنیا', 'ژلاتو', 'ژیلبرتو', 'است؟', 'سبد', 'خرید', 'امشب', 'در', 'مشبک', 'بوش', 'سوزان', '13206', 'W', 'بزرگراه', '42،...', 'http://fb.me/JIlT65a5']"
2132,"['O', 'O', 'O', 'O', 'O', 'O']","['حتی', 'بهتر', 'از', 'کوکتل', 'جمعه!', 'http://is.gd/ffDb9']"
2133,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O']","['@_AsToldByBV', 'خوب', 'من', 'این', 'هفته', '6', 'بار', 'برای', 'شما', 'لایک', 'نوشتم!', 'ارگ', '.', 'راشل', 'من', 'می', 'خواهم', 'تو', 'را', 'بکشم!']"
2134,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['آن', 'را', 'بررسی', 'کنید!!', '1497-3497', 'دلار', 'در', 'روز!!', 'WWW', '.', 'bigbucksonline', '.', 'اطلاعات']"
2135,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['برای', 'زنان', 'بهترین', 'داروی', 'تقویت', 'کننده', 'قوای', 'جنسی', 'کلمات', 'هستند.', 'نقطه', 'G', 'در', 'گوش', 'است.', 'اونی', 'که', 'اون', 'پایین', 'دنبالش', 'میگرده', 'وقتش', 'رو', 'تلف', 'میکنه', '.']"
2136,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@onephotojourney', 'با', 'تشکر', 'از', 'پیگیری', 'روز', 'جمعه!', ':)']"
2137,"['O', 'O', 'O', 'O', 'O', 'O', 'O']","['@EimearJedward', 'در', 'حال', 'امتحان', 'یکشنبه', ':)', 'xo']"
2138,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-product', 'I-product', 'I-product', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O']","['من', 'الآن', 'اونو', 'می', 'خوام', '!', ';)', 'RT', ':', '@corsairartisan', 'مهتاب', 'کدو', 'تنبل', 'وارد', 'نشویل', 'شد', '--', 'یک', 'هفته', 'به', 'آن', 'فرصت', 'دهید', 'تا', 'آن', 'را', 'در', 'فروشگاه', 'ها', 'تهیه', 'کند.', 'KY', 'هفته', 'آینده', 'ارسال', 'می', 'شود!']"
2139,"['O', 'B-group', 'O', 'O', 'B-group', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O']","['به', 'دیویدسون', 'در', 'مقابل', 'بلونت', 'با', 'بنت-', 'عشق', 'گذراندن', 'وقت', 'با', 'پسرم!']"
2140,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O']","['""جایی', 'که', 'هستید', 'را', 'با', 'جایی', 'که', 'می', 'خواهید', 'باشید', 'مقایسه', 'کنید', 'و', 'به', 'جایی', 'نخواهید', 'رسید"".', 'از', 'یادآوری', 'متشکریم،', 'سارا', 'بی.', 'تمرکز', 'روی', 'چیزهای', 'خوب.', 'نمایش', 'امشب!']"
2141,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['hai', '@ayuhastari', 'موفقیت', 'یا', 'untuk', 'ngehostnya', 'امروز', 'در', 'اینباکس', ',', 'sy', 'gak', 'bisa', 'liat', 'nih', 'wajib', 'ngantor', '.']"
2142,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@MoochieBad', 'من', 'هیچی', 'ندارم!', 'urs', 'چیست؟', 'من', '2', 'روز', 'وقت', 'دارم', 'که', 'کاری', 'ندارم!']"
2143,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@TheOutlawz:', 'هرکسی', 'که', 'می\u200cخواهد', 'از', 'من', 'برای', 'جمعه', 'دنبال', 'کنید،', 'به', 'من', 'اطلاع', 'دهید!!', 'ما', 'شبیه', 'این', 'هالیوود', 'رپرهای', 'AZZ', 'نیستیم', 'که', 'ما', 'آنها', 'را', 'دنبال', 'می', 'کنیم!']"
2144,"['O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['می', 'دانم', 'وقتی', 'مادرم', 'عکس', 'جاستین', 'بیبر', 'را', 'دید', 'گفت', 'که', 'او', 'ناز', 'است.', 'او', 'گفت', 'که', 'ندارد.', 'اما', 'او', 'این', 'کار', 'را', 'کرد.', 'هاها', '.', ':)']"
2145,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'عاشق', 'وقتی', 'اتفاقات', 'خوبی', 'برای', 'افراد', 'شایسته', 'می', 'افتد.', 'مرا', 'پر', 'از', 'شادی', 'می', 'کند']"
2146,"['O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'I-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O']","['EXA-OIL', '.', 'COM', 'مداخله', 'دریای', 'عمیق', 'تسهیلات', 'سنگاپور', 'را', 'باز', 'می', 'کند:', '17', 'سپتامبر', '201', '0', '--', 'مداخله', 'دریای', 'عمیق', 'باز', 'شده', 'است', '...', 'http://bit.ly/cZZGj7']"
2147,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-group', 'I-group', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'ممکن', 'است', 'یک', 'بلیط', 'اضافی', 'برای', 'برادران', 'جوناس', 'این', 'یکشنبه', 'داشته', 'باشم،', 'اگر', 'کسی', 'آن', 'را', 'بخواهد', 'یا', 'بخواهد', 'که', 'بچه', 'شما', 'را', 'با', 'من', 'ببرم', ':)']"
2148,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@sandiegozoo:', 'به\u200cروزرسانی', 'حفاری', 'فسیلی:', 'باله\u200cها', 'را', 'پیدا', 'کرد!', 'به', 'نظر', 'می', 'رسد', 'یک', 'فسیل', 'نهنگ', 'بسیار', 'کامل', '3', 'میلیون', 'ساله', 'است.', 'YG']"
2149,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['#گوتیک', 'دیلی', 'منتشر', 'شد', '-', 'این', 'روزنامه', 'توییتر', 'را', 'در', 'http://bit.ly/aQOoSP', '(', '22', 'مشارکت', 'امروز)', 'بخوانید']"
2150,"['B-corporation', 'I-corporation', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ستاره', 'زده', 'تبلیغاتی', 'ویژه:', 'ارسال', 'ایمیل', 'نامحدود', 'با', '350', 'دلار', 'در', 'ماه.', 'به', 'من', 'پیام', 'دهید', 'یا', 'یک', 'ایمیل', 'به', 'ineedpromo@starstruckpromo', 'ارسال', 'کنید.', 'com']"
2151,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@journalproject', 'به', 'عنوان', 'مثال،', 'زمانی', 'که', 'جوان', 'تر', 'بود،', 'جام', 'برد،', 'اما', 'نتایج', 'به', 'هم', 'ریخته', 'بود.', 'some1', 'other', 'واقعا', 'یکی', '.', 'او', 'از', 'پس', 'دادن', 'آن', 'امتناع', 'کرد.']"
2152,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@JennieGoingWest', 'این', 'کار', 'را', 'انجام', 'دهید!', 'با', 'موهای', 'کثیف', 'هم', 'بهتره', '.', 'وقتی', 'موهای', 'من', 'خیلی', 'تمیز', 'است', 'تقریبا', 'غیرممکن', 'است', 'که', 'هیچ', 'کاری', 'با', 'آن', 'انجام', 'دهم!!!']"
2153,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['2', 'اکتبر', '1988', 'یک', 'ستاره', 'متولد', 'شد', '...']"
2154,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['@artichoke_diep', 'هی', 'مرد', 'ما', 'باید', 'به', 'زودی', 'با', 'هم', 'باشیم!']"
2155,"['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['""من', 'فقط', '""تو', 'و', 'جاستین', 'بیبر', 'داستان', 'عشق', '(طولانی)""', 'را', 'گرفتم', 'و', 'دریافتم:', 'شما', 'با', 'هم', 'فرار', 'می', 'کنید!', 'آن', 'را', 'امتحان', 'کنید:', ""http://tinyurl.com/2brsuxs'""]"
2156,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['btw،', 'من', 'او', 'را', 'پسر', 'جلف', 'نامیدم،', 'زیرا', 'دوستم', 'همیشه', 'می', 'گوید', '&quot;', 'این', 'ماا', 'کیتی', 'است', '&quot;', 'وقتی', 'او', 'را', 'می', 'بیند', ':D', 'کمی', 'کهنه', 'است', 'اما', 'در', 'عین', 'حال', 'زیبا', 'است']"
2157,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['RT', '@FamousWomen:', 'وقتی', 'تصمیم', 'می', 'گیرید', 'کسانی', 'را', 'که', 'به', 'شما', 'صدمه', 'زده', 'اند', 'ببخشید،', 'قدرت', 'آنها', 'را', 'از', 'بین', 'می', 'برید.']"
2158,"['O', 'O', 'B-location', 'I-location', 'O', 'O', 'O']","['بازی', '@', 'پهن', 'کننده', 'امشب', 'ساعت', '7:30']"
2159,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['من', 'امروز', 'را', 'دوست', 'دارم', 'و', 'متنفرم،', 'قسم', 'می', 'خورم', 'که', 'تازه', 'یک', 'فلش', 'بک', 'به', 'سال', 'دومم', 'دریافت', 'کردم.']"
